場名,日付,レース,着順,艇番,登番,選手名,モーター,ボート,展示タイム,進入,ST,レースタイム,決まり手,ミッドナイト
びわこ,2025/11/02,7,01,1,3875,廣中良一,31,39,6.72,1,0.21,1.50.8,逃げ,
びわこ,2025/11/02,7,02,4,4278,藤岡俊介,27,33,6.78,4,0.20,1.52.1,逃げ,
びわこ,2025/11/02,7,03,6,4396,大田直弥,51,49,6.60,6,0.26,1.53.4,逃げ,
びわこ,2025/11/02,7,04,5,5326,三嶌さらら,73,20,6.67,5,0.27,1.54.2,逃げ,
びわこ,2025/11/02,7,05,2,4053,芦澤望,14,22,6.68,2,0.23,.,逃げ,
びわこ,2025/11/02,7,06,3,4803,飯田庄吾,72,72,6.68,3,0.21,.,逃げ,
びわこ,2025/11/02,8,01,3,5329,金子龍斗,69,13,6.67,5,0.18,1.49.5,まくり差し,
びわこ,2025/11/02,8,02,1,4179,広次修,49,38,6.68,1,0.14,1.51.5,まくり差し,
びわこ,2025/11/02,8,03,2,3548,室田泰史,71,36,6.71,4,0.11,1.53.9,まくり差し,
びわこ,2025/11/02,8,04,6,3507,藤井徹,66,31,6.75,3,0.19,1.54.5,まくり差し,
びわこ,2025/11/02,8,05,5,4466,南佑典,24,15,6.78,2,0.15,.,まくり差し,
びわこ,2025/11/02,8,06,4,4020,川上清人,60,43,6.76,6,0.16,.,まくり差し,
びわこ,2025/11/02,9,01,2,4959,井上忠政,46,28,6.73,2,0.22,1.51.4,差し,
びわこ,2025/11/02,9,02,1,3212,亀本勇樹,28,58,6.80,1,0.16,1.53.2,差し,
びわこ,2025/11/02,9,03,4,4632,長尾京志郎,37,14,6.73,4,0.33,1.53.6,差し,
びわこ,2025/11/02,9,04,6,5344,谷口丞,50,59,6.76,6,0.27,1.55.4,差し,
びわこ,2025/11/02,9,05,3,4623,中北将史,47,66,6.73,3,0.19,.,差し,
びわこ,2025/11/02,9,06,5,4473,藤堂里香,17,25,6.69,5,0.30,.,差し,
びわこ,2025/11/02,10,01,1,3841,佐々木和伸,41,18,6.63,1,0.18,1.48.6,抜き,
びわこ,2025/11/02,10,02,2,3908,重成一人,58,64,6.68,2,0.17,1.49.8,抜き,
びわこ,2025/11/02,10,03,3,4362,土屋智則,11,24,6.70,3,0.18,1.51.7,抜き,
びわこ,2025/11/02,10,04,6,5020,宮村勇哉,35,65,6.68,6,0.22,1.53.7,抜き,
びわこ,2025/11/02,10,05,4,4139,丹下健,62,44,6.76,4,0.21,.,抜き,
びわこ,2025/11/02,10,06,5,3202,三品隆浩,13,12,6.70,5,0.22,.,抜き,
びわこ,2025/11/02,11,01,1,4504,前田将太,16,29,6.70,1,0.14,1.49.3,逃げ,
びわこ,2025/11/02,11,02,6,4305,金子拓矢,29,27,6.74,6,0.18,1.50.5,逃げ,
びわこ,2025/11/02,11,03,4,5157,市川健太,36,32,6.65,4,0.14,1.51.5,逃げ,
びわこ,2025/11/02,11,04,3,4463,三苫晃幸,18,57,6.62,3,0.17,1.52.5,逃げ,
びわこ,2025/11/02,11,05,5,3719,辻栄蔵,43,67,6.67,5,0.16,.,逃げ,
びわこ,2025/11/02,11,06,2,5252,荒木颯斗,70,61,6.73,2,0.15,.,逃げ,
びわこ,2025/11/02,12,01,2,4388,是澤孝宏,57,45,6.77,3,0.08,1.48.6,差し,
びわこ,2025/11/02,12,02,1,4396,大田直弥,51,49,6.67,1,0.19,1.50.8,差し,
びわこ,2025/11/02,12,03,5,3362,間嶋仁志,32,68,6.79,2,0.12,1.51.2,差し,
びわこ,2025/11/02,12,04,4,4293,鈴木智啓,65,73,6.77,5,0.06,1.51.4,差し,
びわこ,2025/11/02,12,05,6,4179,広次修,49,38,6.76,6,0.09,.,差し,
びわこ,2025/11/02,12,06,3,3654,武田光史,53,11,6.72,4,0.07,.,差し,
三国,2025/11/02,1,01,1,5114,小林孝彰,66,50,6.67,1,0.28,1.49.9,逃げ,
三国,2025/11/02,1,02,4,5027,重冨勇哉,58,37,6.68,6,0.25,1.51.5,逃げ,
三国,2025/11/02,1,03,5,4407,鹿島敏弘,21,70,6.71,4,0.25,1.52.1,逃げ,
三国,2025/11/02,1,04,6,4676,後藤隼之,16,19,6.72,5,0.31,1.54.4,逃げ,
三国,2025/11/02,1,05,3,4462,夏山亮平,17,55,6.82,3,0.29,.,逃げ,
三国,2025/11/02,1,06,2,3441,土屋太朗,64,53,6.71,2,0.27,.,逃げ,
三国,2025/11/02,2,01,1,4351,里岡右貴,40,11,6.67,1,0.21,1.50.6,逃げ,
三国,2025/11/02,2,02,3,4619,伏田裕隆,61,43,6.61,3,0.27,1.51.2,逃げ,
三国,2025/11/02,2,03,5,4474,渡辺崇,35,47,6.71,5,0.36,1.53.2,逃げ,
三国,2025/11/02,2,04,2,5111,三村岳人,69,68,6.63,2,0.24,1.53.6,逃げ,
三国,2025/11/02,2,05,4,4325,新出浩司,27,69,6.73,4,0.27,.,逃げ,
三国,2025/11/02,2,06,6,5280,廣瀬凜,56,25,6.72,6,0.37,.,逃げ,
三国,2025/11/02,3,01,4,4016,西川新太郎,36,64,6.72,4,0.22,1.50.0,差し,
三国,2025/11/02,3,02,1,3956,横澤剛治,70,71,6.78,1,0.27,1.51.0,差し,
三国,2025/11/02,3,03,2,5276,大島隆乃介,50,46,6.72,2,0.24,1.52.4,差し,
三国,2025/11/02,3,04,3,4295,小坂尚哉,39,66,6.67,3,0.21,1.52.7,差し,
三国,2025/11/02,3,05,5,4957,竹之内極,29,40,6.74,5,0.22,.,差し,
三国,2025/11/02,3,06,6,3455,谷本幸司,28,42,6.72,6,0.24,.,差し,
三国,2025/11/02,4,01,1,3406,中里英夫,14,28,6.74,1,0.15,1.49.3,逃げ,
三国,2025/11/02,4,02,6,4512,高野哲史,45,51,6.65,6,0.21,1.51.3,逃げ,
三国,2025/11/02,4,03,3,4034,西原明生,32,67,6.74,2,0.20,1.53.2,逃げ,
三国,2025/11/02,4,04,5,4960,黒野元基,11,41,6.65,5,0.19,1.53.6,逃げ,
三国,2025/11/02,4,05,2,4259,真庭明志,30,49,6.76,3,0.18,.,逃げ,
三国,2025/11/02,4,06,4,4332,村上彰一,62,27,6.73,4,0.22,.,逃げ,
三国,2025/11/02,5,01,5,4983,前田篤哉,34,23,6.63,5,0.19,1.49.4,まくり差し,
三国,2025/11/02,5,02,1,5255,藤原仙二,53,15,6.62,1,0.14,1.51.1,まくり差し,
三国,2025/11/02,5,03,6,4324,海野康志郎,18,44,6.59,6,0.16,1.53.3,まくり差し,
三国,2025/11/02,5,04,3,4195,前川守嗣,68,48,6.71,3,0.17,1.53.8,まくり差し,
三国,2025/11/02,5,05,2,3771,折下寛法,43,33,6.66,2,0.13,.,まくり差し,
三国,2025/11/02,5,06,4,4251,川崎誠志,49,12,6.75,4,0.21,.,まくり差し,
三国,2025/11/02,6,01,1,4676,後藤隼之,16,19,6.69,1,0.09,1.50.5,逃げ,
三国,2025/11/02,6,02,3,3489,大場敏,15,30,6.78,3,0.11,1.51.3,逃げ,
三国,2025/11/02,6,03,5,5043,中村日向,54,60,6.73,5,0.14,1.53.0,逃げ,
三国,2025/11/02,6,04,6,4401,小林泰,23,39,6.77,6,0.16,1.54.0,逃げ,
三国,2025/11/02,6,05,2,4520,高倉孝太,59,61,6.69,2,0.09,.,逃げ,
三国,2025/11/02,6,06,4,4518,大須賀友,22,52,6.68,4,0.12,.,逃げ,
三国,2025/11/02,7,01,3,4711,前出達吉,37,13,6.76,3,0.11,1.49.4,抜き,
三国,2025/11/02,7,02,1,5280,廣瀬凜,56,25,6.80,1,0.11,1.50.6,抜き,
三国,2025/11/02,7,03,2,4957,竹之内極,29,40,6.80,2,0.11,1.52.3,抜き,
三国,2025/11/02,7,04,4,4545,岡村慶太,47,54,6.74,4,0.11,1.52.6,抜き,
三国,2025/11/02,7,05,6,4096,石橋道友,57,65,6.75,6,0.08,.,抜き,
三国,2025/11/02,7,06,5,3441,土屋太朗,64,53,6.78,5,0.12,.,抜き,
三国,2025/11/02,8,01,1,4003,表憲一,46,32,6.78,1,0.18,1.59.9,逃げ,
三国,2025/11/02,8,02,5,4259,真庭明志,30,49,6.86,5,0.27,2.01.2,逃げ,
三国,2025/11/02,8,03,3,4325,新出浩司,27,69,6.83,3,0.19,2.04.8,逃げ,
三国,2025/11/02,8,04,2,4474,渡辺崇,35,47,6.82,2,0.28,2.07.9,逃げ,
三国,2025/11/02,8,05,6,5276,大島隆乃介,50,46,6.81,6,0.29,.,逃げ,
三国,2025/11/02,8,S1,4,4462,夏山亮平,17,55,6.88,4,0.25,.,逃げ,
三国,2025/11/02,9,01,1,3455,谷本幸司,28,42,6.77,1,0.32,1.49.8,逃げ,
三国,2025/11/02,9,02,5,5111,三村岳人,69,68,6.69,6,0.27,1.51.7,逃げ,
三国,2025/11/02,9,03,3,4332,村上彰一,62,27,6.75,3,0.35,1.52.6,逃げ,
三国,2025/11/02,9,04,2,3482,金子猛志,33,34,6.80,2,0.32,1.53.6,逃げ,
三国,2025/11/02,9,05,4,4172,森定晃史,51,14,6.83,4,0.28,.,逃げ,
三国,2025/11/02,9,06,6,5114,小林孝彰,66,50,6.73,5,0.21,.,逃げ,
三国,2025/11/02,10,01,1,4324,海野康志郎,18,44,6.61,1,0.14,1.49.3,逃げ,
三国,2025/11/02,10,02,2,4960,黒野元基,11,41,6.67,2,0.21,1.50.4,逃げ,
三国,2025/11/02,10,03,3,4518,大須賀友,22,52,6.72,3,0.21,1.52.7,逃げ,
三国,2025/11/02,10,04,5,4520,高倉孝太,59,61,6.63,6,0.14,1.52.9,逃げ,
三国,2025/11/02,10,05,6,5255,藤原仙二,53,15,6.70,5,0.14,.,逃げ,
三国,2025/11/02,10,06,4,4295,小坂尚哉,39,66,6.73,4,0.16,.,逃げ,
三国,2025/11/02,11,01,1,4096,石橋道友,57,65,6.78,1,0.08,1.49.0,逃げ,
三国,2025/11/02,11,02,4,3489,大場敏,15,30,6.78,4,0.11,1.50.0,逃げ,
三国,2025/11/02,11,03,6,4351,里岡右貴,40,11,6.72,6,0.05,1.51.9,逃げ,
三国,2025/11/02,11,04,5,3406,中里英夫,14,28,6.78,5,0.11,1.53.7,逃げ,
三国,2025/11/02,11,05,3,5027,重冨勇哉,58,37,6.69,3,0.03,.,逃げ,
三国,2025/11/02,11,06,2,4983,前田篤哉,34,23,6.70,2,0.08,.,逃げ,
三国,2025/11/02,12,01,1,4512,高野哲史,45,51,6.68,1,0.15,1.48.7,逃げ,
三国,2025/11/02,12,02,2,5043,中村日向,54,60,6.68,2,0.09,1.49.8,逃げ,
三国,2025/11/02,12,03,3,4545,岡村慶太,47,54,6.68,3,0.18,1.51.3,逃げ,
三国,2025/11/02,12,04,5,3771,折下寛法,43,33,6.71,4,0.18,1.52.4,逃げ,
三国,2025/11/02,12,05,6,3956,横澤剛治,70,71,6.79,5,0.21,.,逃げ,
三国,2025/11/02,12,06,4,4619,伏田裕隆,61,43,6.58,6,0.27,.,逃げ,
津,2025/11/02,1,01,1,3912,川原正明,51,34,6.68,1,0.11,1.48.4,逃げ,
津,2025/11/02,1,02,3,4394,永嶋裕一,34,60,6.77,3,0.18,1.51.2,逃げ,
津,2025/11/02,1,03,4,4253,西川真人,29,64,6.77,4,0.24,1.52.9,逃げ,
津,2025/11/02,1,04,6,3346,宮本裕之,52,21,6.78,5,0.23,1.54.5,逃げ,
津,2025/11/02,1,05,2,3268,森竜也,76,50,6.73,2,0.15,.,逃げ,
津,2025/11/02,1,06,5,5400,高村諒,35,12,6.72,6,0.32,.,逃げ,
津,2025/11/02,2,01,3,4866,橋本英一,73,11,6.77,3,0.16,1.49.6,まくり,
津,2025/11/02,2,02,1,4625,渡邊裕貴,69,43,6.70,1,0.14,1.51.3,まくり,
津,2025/11/02,2,03,6,3463,乙津康志,50,57,6.69,5,0.28,1.53.3,まくり,
津,2025/11/02,2,04,5,3857,阿波勝哉,48,35,6.80,6,0.24,1.54.3,まくり,
津,2025/11/02,2,05,2,4329,小松卓司,26,61,6.74,2,0.15,.,まくり,
津,2025/11/02,2,06,4,3814,金子貴志,75,63,6.76,4,0.24,.,まくり,
津,2025/11/02,3,01,4,4182,吉田和仁,12,51,6.78,4,0.16,1.49.1,まくり差し,
津,2025/11/02,3,02,2,4207,松下一也,21,53,6.72,2,0.14,1.52.1,まくり差し,
津,2025/11/02,3,03,3,4958,溝口海義也,14,72,6.73,3,0.15,1.53.4,まくり差し,
津,2025/11/02,3,04,6,5044,渡邉健,37,55,6.79,6,0.16,1.53.9,まくり差し,
津,2025/11/02,3,05,5,3569,増田進,56,38,6.82,5,0.17,.,まくり差し,
津,2025/11/02,3,06,1,5282,中本大樹,59,24,6.77,1,0.14,.,まくり差し,
津,2025/11/02,4,01,2,4356,長岡良也,25,71,6.71,2,0.09,1.50.3,抜き,
津,2025/11/02,4,02,1,5359,佐藤世那,65,62,6.71,1,0.13,1.50.3,抜き,
津,2025/11/02,4,03,5,4113,木村浩士,54,19,6.79,5,0.24,1.52.8,抜き,
津,2025/11/02,4,04,6,3352,小川晃司,63,28,6.75,6,0.20,1.53.7,抜き,
津,2025/11/02,4,05,4,5216,長谷川晴哉,30,70,6.73,4,0.16,.,抜き,
津,2025/11/02,4,06,3,3832,下田哲也,36,14,6.76,3,0.10,.,抜き,
津,2025/11/02,5,01,1,4288,永田啓二,71,52,6.74,1,0.09,1.50.5,逃げ,
津,2025/11/02,5,02,3,3584,佐々木英樹,28,73,6.78,3,0.15,1.51.0,逃げ,
津,2025/11/02,5,03,4,4272,大場広孝,41,44,6.67,4,0.19,1.52.2,逃げ,
津,2025/11/02,5,04,2,4270,岸本雄貴,55,58,6.70,2,0.13,1.53.9,逃げ,
津,2025/11/02,5,05,5,5386,米玉利大悟,43,65,6.77,5,0.20,.,逃げ,
津,2025/11/02,5,06,6,4253,西川真人,29,64,6.73,6,0.19,.,逃げ,
津,2025/11/02,6,01,1,5010,宇留田翔平,22,20,6.66,1,0.12,1.50.0,逃げ,
津,2025/11/02,6,02,2,4394,永嶋裕一,34,60,6.77,2,0.12,1.50.4,逃げ,
津,2025/11/02,6,03,5,4039,村上功祐,24,23,6.71,5,0.10,1.52.9,逃げ,
津,2025/11/02,6,04,3,4329,小松卓司,26,61,6.72,3,0.10,1.53.7,逃げ,
津,2025/11/02,6,05,4,4776,竹田和哉,74,68,6.70,4,0.11,.,逃げ,
津,2025/11/02,6,06,6,5323,香川陽太,61,54,6.70,6,0.20,.,逃げ,
津,2025/11/02,7,01,1,4659,木下翔太,68,16,6.73,1,0.12,1.50.9,抜き,
津,2025/11/02,7,02,5,5222,津田陸翔,15,32,6.67,5,0.16,1.52.0,抜き,
津,2025/11/02,7,03,2,4129,宇野博之,46,59,6.74,2,0.17,1.54.4,抜き,
津,2025/11/02,7,04,4,3857,阿波勝哉,48,35,6.77,4,0.25,1.55.7,抜き,
津,2025/11/02,7,05,3,3569,増田進,56,38,6.80,3,0.25,.,抜き,
津,2025/11/02,7,06,6,5400,高村諒,35,12,6.75,6,0.22,.,抜き,
津,2025/11/02,8,01,1,4159,向後龍一,31,74,6.66,1,0.04,1.49.0,逃げ,
津,2025/11/02,8,02,6,3268,森竜也,76,50,6.77,3,0.05,1.50.3,逃げ,
津,2025/11/02,8,03,3,4182,吉田和仁,12,51,6.75,4,0.10,1.51.8,逃げ,
津,2025/11/02,8,04,4,4866,橋本英一,73,11,6.78,5,0.13,1.52.9,逃げ,
津,2025/11/02,8,05,2,5216,長谷川晴哉,30,70,6.68,2,0.14,.,逃げ,
津,2025/11/02,8,06,5,5282,中本大樹,59,24,6.75,6,0.19,.,逃げ,
津,2025/11/02,9,01,1,4356,長岡良也,25,71,6.66,1,0.13,1.48.8,逃げ,
津,2025/11/02,9,02,2,4272,大場広孝,41,44,6.64,2,0.08,1.50.6,逃げ,
津,2025/11/02,9,03,5,4958,溝口海義也,14,72,6.70,5,0.11,1.52.8,逃げ,
津,2025/11/02,9,04,4,3584,佐々木英樹,28,73,6.76,4,0.14,1.53.6,逃げ,
津,2025/11/02,9,05,6,3814,金子貴志,75,63,6.77,6,0.16,.,逃げ,
津,2025/11/02,9,06,3,5044,渡邉健,37,55,6.71,3,0.09,.,逃げ,
津,2025/11/02,10,01,1,4039,村上功祐,24,23,6.73,1,0.15,1.49.9,逃げ,
津,2025/11/02,10,02,2,4113,木村浩士,54,19,6.75,2,0.18,1.50.8,逃げ,
津,2025/11/02,10,03,3,5010,宇留田翔平,22,20,6.73,3,0.13,1.52.3,逃げ,
津,2025/11/02,10,04,4,3912,川原正明,51,34,6.64,4,0.16,1.52.4,逃げ,
津,2025/11/02,10,05,6,4288,永田啓二,71,52,6.67,6,0.11,.,逃げ,
津,2025/11/02,10,06,5,4207,松下一也,21,53,6.73,5,0.10,.,逃げ,
津,2025/11/02,11,01,1,4776,竹田和哉,74,68,6.74,1,0.13,1.50.0,逃げ,
津,2025/11/02,11,02,2,4159,向後龍一,31,74,6.73,2,0.18,1.51.3,逃げ,
津,2025/11/02,11,03,4,4659,木下翔太,68,16,6.76,4,0.21,1.51.4,逃げ,
津,2025/11/02,11,04,6,4270,岸本雄貴,55,58,6.75,5,0.29,1.53.6,逃げ,
津,2025/11/02,11,05,3,5222,津田陸翔,15,32,6.74,3,0.18,.,逃げ,
津,2025/11/02,11,06,5,3352,小川晃司,63,28,6.73,6,0.22,.,逃げ,
津,2025/11/02,12,01,3,4706,三浦洋次朗,64,56,6.73,3,0.11,1.49.1,まくり差し,
津,2025/11/02,12,02,1,5068,前田滉,13,17,6.62,1,0.12,1.50.1,まくり差し,
津,2025/11/02,12,03,5,5029,中亮太,60,26,6.69,5,0.17,1.51.7,まくり差し,
津,2025/11/02,12,04,6,3478,嶋田貴支,32,67,6.80,6,0.26,1.51.8,まくり差し,
津,2025/11/02,12,05,4,3629,浅見昌克,19,41,6.77,4,0.20,.,まくり差し,
津,2025/11/02,12,06,2,4118,宇佐見淳,39,30,6.72,2,0.09,.,まくり差し,
常滑,2025/11/02,1,01,1,4532,秋元哲,41,49,6.83,1,0.08,1.49.5,逃げ,
常滑,2025/11/02,1,02,6,4883,岡部大輝,13,53,6.74,5,0.12,1.49.5,逃げ,
常滑,2025/11/02,1,03,3,3859,多羅尾達之,26,16,6.75,3,0.13,1.52.1,逃げ,
常滑,2025/11/02,1,04,4,3986,沖島広和,31,60,6.66,4,0.11,1.54.1,逃げ,
常滑,2025/11/02,1,05,5,3950,石川哲秀,37,75,6.74,6,0.10,.,逃げ,
常滑,2025/11/02,1,06,2,4527,高野心吾,27,36,6.69,2,0.12,.,逃げ,
常滑,2025/11/02,2,01,2,4689,豊田結,46,73,6.72,4,0.14,1.49.9,まくり,
常滑,2025/11/02,2,02,3,4709,岡村将也,16,27,6.76,5,0.15,1.50.9,まくり,
常滑,2025/11/02,2,03,6,4199,北川潤二,18,55,6.72,3,0.20,1.52.2,まくり,
常滑,2025/11/02,2,04,4,4515,藤田浩人,54,40,6.75,6,0.16,1.52.6,まくり,
常滑,2025/11/02,2,05,5,3643,米田隆弘,61,66,6.74,2,0.24,.,まくり,
常滑,2025/11/02,2,06,1,4891,寺島美里,22,12,6.74,1,0.29,.,まくり,
常滑,2025/11/02,3,01,4,4989,石原翼,45,34,6.65,4,0.07,1.50.0,まくり,
常滑,2025/11/02,3,02,1,5045,平川香織,12,19,6.75,1,0.27,1.51.0,まくり,
常滑,2025/11/02,3,03,3,4626,伊藤紘章,23,71,6.71,3,0.14,1.52.7,まくり,
常滑,2025/11/02,3,04,6,3772,一柳和孝,58,58,6.74,6,0.09,1.53.2,まくり,
常滑,2025/11/02,3,05,2,4472,尾嶋一広,17,23,6.67,2,0.22,.,まくり,
常滑,2025/11/02,3,06,5,4902,山川雄大,5,63,6.73,5,0.10,.,まくり,
常滑,2025/11/02,4,01,6,5026,安河内健,36,64,6.65,6,0.06,1.49.3,まくり差し,
常滑,2025/11/02,4,02,1,4680,後藤美翼,29,74,6.66,1,0.22,1.51.4,まくり差し,
常滑,2025/11/02,4,03,5,4660,宇田川信一,6,50,6.70,5,0.16,1.52.0,まくり差し,
常滑,2025/11/02,4,04,4,4079,出畑孝典,42,41,6.70,4,0.12,1.53.8,まくり差し,
常滑,2025/11/02,4,05,2,4106,坂井康嗣,4,33,6.75,2,0.20,.,まくり差し,
常滑,2025/11/02,4,06,3,4369,丹下将,11,42,6.69,3,0.18,.,まくり差し,
常滑,2025/11/02,5,01,2,3946,赤岩善生,8,13,6.75,2,0.14,1.49.5,抜き,
常滑,2025/11/02,5,02,1,4094,中島真二,56,15,6.71,1,0.17,1.50.8,抜き,
常滑,2025/11/02,5,03,3,3994,小野桜,40,51,6.74,3,0.20,1.52.2,抜き,
常滑,2025/11/02,5,04,5,4069,山本修一,55,25,6.72,5,0.22,1.53.4,抜き,
常滑,2025/11/02,5,05,4,3505,山田竜一,44,45,6.81,4,0.18,.,抜き,
常滑,2025/11/02,5,06,6,3502,渡邉英児,53,38,6.67,6,0.20,.,抜き,
常滑,2025/11/02,6,01,1,4515,藤田浩人,54,40,6.70,1,0.10,1.50.1,逃げ,
常滑,2025/11/02,6,02,3,4335,若林将,59,20,6.77,3,0.11,1.51.2,逃げ,
常滑,2025/11/02,6,03,5,3986,沖島広和,31,60,6.79,5,0.23,1.53.0,逃げ,
常滑,2025/11/02,6,04,2,4186,小川時光,51,35,6.74,2,0.13,1.53.8,逃げ,
常滑,2025/11/02,6,05,6,4904,松本一毅,47,57,6.71,6,0.23,.,逃げ,
常滑,2025/11/02,6,06,4,5203,神里琴音,2,30,6.74,4,0.18,.,逃げ,
常滑,2025/11/02,7,01,3,4447,深川麻奈美,1,43,6.70,3,0.05,1.49.8,まくり,
常滑,2025/11/02,7,02,6,4092,岡部大輔,34,17,6.69,6,0.10,1.51.0,まくり,
常滑,2025/11/02,7,03,2,3859,多羅尾達之,26,16,6.71,2,0.12,1.52.1,まくり,
常滑,2025/11/02,7,04,4,4199,北川潤二,18,55,6.69,4,0.02,1.53.9,まくり,
常滑,2025/11/02,7,05,5,5381,有山望,15,72,6.69,5,0.08,.,まくり,
常滑,2025/11/02,7,06,1,3950,石川哲秀,37,75,6.74,1,0.10,.,まくり,
常滑,2025/11/02,8,01,3,4532,秋元哲,41,49,6.72,1,0.15,1.49.1,逃げ,
常滑,2025/11/02,8,02,5,4626,伊藤紘章,23,71,6.72,5,0.26,1.50.9,逃げ,
常滑,2025/11/02,8,03,1,4089,妹尾忠幸,25,11,6.73,2,0.19,1.52.5,逃げ,
常滑,2025/11/02,8,04,6,4925,森悠稀,19,56,6.66,6,0.20,1.52.9,逃げ,
常滑,2025/11/02,8,05,2,3769,佐竹恒彦,52,32,6.74,3,0.20,.,逃げ,
常滑,2025/11/02,8,06,4,4902,山川雄大,5,63,6.71,4,0.33,.,逃げ,
常滑,2025/11/02,9,01,1,4769,馬場剛,20,47,6.72,1,0.11,1.48.9,逃げ,
常滑,2025/11/02,9,02,5,5026,安河内健,36,64,6.71,4,0.14,1.50.2,逃げ,
常滑,2025/11/02,9,03,3,4472,尾嶋一広,17,23,6.68,3,0.16,1.52.4,逃げ,
常滑,2025/11/02,9,04,2,3502,渡邉英児,53,38,6.68,2,0.17,1.53.4,逃げ,
常滑,2025/11/02,9,05,4,5379,廣部大明,28,62,6.73,6,0.10,.,逃げ,
常滑,2025/11/02,9,06,6,4709,岡村将也,16,27,6.72,5,0.12,.,逃げ,
常滑,2025/11/02,10,01,2,5045,平川香織,12,19,6.74,2,0.22,1.48.7,まくり,
常滑,2025/11/02,10,02,1,5203,神里琴音,2,30,6.74,1,0.12,1.51.2,まくり,
常滑,2025/11/02,10,03,3,4680,後藤美翼,29,74,6.69,3,0.19,1.53.1,まくり,
常滑,2025/11/02,10,04,4,3994,小野桜,40,51,6.69,4,0.19,1.54.1,まくり,
常滑,2025/11/02,10,05,6,4689,豊田結,46,73,6.75,6,0.15,.,まくり,
常滑,2025/11/02,10,06,5,4246,喜多那由夏,48,24,6.74,5,0.20,.,まくり,
常滑,2025/11/02,11,01,2,4904,松本一毅,47,57,6.69,2,0.23,1.49.7,まくり,
常滑,2025/11/02,11,02,1,4069,山本修一,55,25,6.68,1,0.28,1.51.2,まくり,
常滑,2025/11/02,11,03,4,4369,丹下将,11,42,6.68,4,0.19,1.52.3,まくり,
常滑,2025/11/02,11,04,3,3643,米田隆弘,61,66,6.74,3,0.25,1.53.2,まくり,
常滑,2025/11/02,11,05,5,4447,深川麻奈美,1,43,6.71,5,0.23,.,まくり,
常滑,2025/11/02,11,06,6,4989,石原翼,45,34,6.63,6,0.41,.,まくり,
常滑,2025/11/02,12,01,1,4335,若林将,59,20,6.73,1,0.09,1.49.0,逃げ,
常滑,2025/11/02,12,02,4,3946,赤岩善生,8,13,6.74,2,0.13,1.49.9,逃げ,
常滑,2025/11/02,12,03,2,4092,岡部大輔,34,17,6.73,3,0.20,1.52.8,逃げ,
常滑,2025/11/02,12,04,5,4891,寺島美里,22,12,6.74,5,0.16,1.54.1,逃げ,
常滑,2025/11/02,12,05,6,4079,出畑孝典,42,48,6.70,6,0.17,.,逃げ,
常滑,2025/11/02,12,06,3,4089,妹尾忠幸,25,11,6.73,4,0.19,.,逃げ,
多摩川,2025/11/02,1,01,1,4065,金田幸子,67,26,6.74,1,0.05,1.48.5,逃げ,
多摩川,2025/11/02,1,02,4,5082,一色凌雅,38,54,6.74,4,0.16,1.50.1,逃げ,
多摩川,2025/11/02,1,03,5,5141,大澤風葵,69,28,6.77,5,0.12,1.52.1,逃げ,
多摩川,2025/11/02,1,04,3,5151,山下奈緒,41,42,6.75,3,0.08,1.53.3,逃げ,
多摩川,2025/11/02,1,05,6,5293,眞崎武蔵,23,38,6.75,6,0.17,.,逃げ,
多摩川,2025/11/02,1,F,2,4825,倉持莉々,24,45,6.76,2,F0.01,.,逃げ,
多摩川,2025/11/02,2,01,6,5088,高憧四季,52,75,6.64,6,0.19,1.46.4,まくり,
多摩川,2025/11/02,2,02,1,5240,高橋龍治,19,33,6.67,1,0.15,1.50.1,まくり,
多摩川,2025/11/02,2,03,4,4965,福岡泉水,12,69,6.74,4,0.24,1.51.9,まくり,
多摩川,2025/11/02,2,04,3,5328,井上慧人,64,73,6.72,3,0.22,1.52.8,まくり,
多摩川,2025/11/02,2,05,5,4117,廣中智紗衣,11,76,6.74,5,0.26,.,まくり,
多摩川,2025/11/02,2,06,2,5135,仲航太,30,25,6.62,2,0.15,.,まくり,
多摩川,2025/11/02,3,01,2,4300,加藤綾,33,71,6.66,2,0.15,1.48.5,差し,
多摩川,2025/11/02,3,02,1,4627,藤原菜希,25,49,6.70,1,0.14,1.50.6,差し,
多摩川,2025/11/02,3,03,5,5136,濱野斗馬,43,35,6.69,5,0.18,1.51.9,差し,
多摩川,2025/11/02,3,04,4,5343,小林礼央,72,23,6.66,4,0.15,1.52.9,差し,
多摩川,2025/11/02,3,05,3,5283,植木美帆,26,81,6.73,3,0.15,.,差し,
多摩川,2025/11/02,3,06,6,5402,塚越陸斗,56,67,6.70,6,0.12,.,差し,
多摩川,2025/11/02,4,01,1,5109,川崎智稔,57,47,6.74,1,0.15,1.48.9,逃げ,
多摩川,2025/11/02,4,02,5,5078,山川波乙,55,46,6.75,5,0.24,1.50.1,逃げ,
多摩川,2025/11/02,4,03,3,5073,上原健次郎,37,48,6.68,3,0.21,1.52.7,逃げ,
多摩川,2025/11/02,4,04,2,5331,佐藤永梧,16,64,6.79,2,0.18,1.54.3,逃げ,
多摩川,2025/11/02,4,05,4,5291,三嶌こころ,68,79,6.76,4,0.14,.,逃げ,
多摩川,2025/11/02,4,06,6,5399,長野未来,70,68,6.70,6,0.17,.,逃げ,
多摩川,2025/11/02,5,01,2,4590,渡邉優美,18,37,6.66,2,0.11,1.47.8,差し,
